SuburbID;Country;Province;SuburbName;PostCode;Latitude;Longitude
1;South Africa;Eastern Cape;Gqaka;;-31.553917;28.210587
2;South Africa;Eastern Cape;Gqaqala;;-31.275246;28.422504
3;South Africa;Eastern Cape;Gqiba;;-32.293342;28.686302
4;South Africa;Eastern Cape;Gqobonco;;-31.623649;28.255605
5;South Africa;Eastern Cape;Gqogqora;;-31.466667;28.533333
6;South Africa;Eastern Cape;Gqola;;-33.175137;27.52234
7;South Africa;Eastern Cape;Gqoloma;;-30.881152;28.845627
8;South Africa;Eastern Cape;Gqora;;-33.116667;27.05
9;South Africa;Eastern Cape;Gqubeni;;-31.886576;29.055966
10;South Africa;Eastern Cape;Gqubonco;;-31.616963;28.193974
11;South Africa;Eastern Cape;Gqukangqa;;-31.019779;28.604282
12;South Africa;Eastern Cape;Gqukungqa;;-31.019779;28.604282
13;South Africa;Eastern Cape;Gqukunqa;;-31.019779;28.604282
14;South Africa;Eastern Cape;Gqunce;;-32.295741;28.379101
15;South Africa;Eastern Cape;Gqunge;;-32.450818;28.53111
16;South Africa;Eastern Cape;Gqunge Trading Store;;-32.466667;28.55
17;South Africa;Eastern Cape;Gqunqe;;-32.45;28.45
18;South Africa;Eastern Cape;Gqutyini;;-31.626616;27.881495
19;South Africa;Eastern Cape;Gqwesa;;-30.8943;28.742831
20;South Africa;Mpumalanga;Gqweta;;-24.909926;31.039323
21;South Africa;Eastern Cape;Graaff-Reinet;6280;-32.25;24.55
22;South Africa;Eastern Cape;Graaf Reinet;;-32.25;24.55
23;South Africa;Western Cape;Graafwater;8120;-32.154656;18.603187
24;South Africa;Western Cape;Grabouw;7160;-34.151519;19.015091
25;South Africa;Eastern Cape;Grahamstad;;-33.304216;26.53276
26;South Africa;Eastern Cape;Grahamstown;;-33.304216;26.53276
27;South Africa;Gauteng;Graley;;-25.766667;28.85
28;South Africa;KwaZulu Natal;Grantham Park;;-28.765959;31.899037
29;South Africa;North West;Grantion;;-27.057882;23.430365
30;South Africa;KwaZulu Natal;Grantleigh;;-28.85;29.633333
31;South Africa;North West;Grantleigh;;-25.857579;25.695491
32;South Africa;Northern Cape;Grasbult;;-29.64894;22.229218
33;South Africa;Mpumalanga;Graskop;;-24.931442;30.841908
34;South Africa;Gauteng;Grasmere;;-26.427497;27.86023
35;South Africa;Northern Cape;Graspan;;-30.106538;22.485489
36;South Africa;Northern Cape;Grasrug;;-27.613558;23.887684
37;South Africa;Eastern Cape;Grassdale;;-31.398824;26.510452
38;South Africa;Free State;Grasslands;;-29.155451;26.288537
39;South Africa;Eastern Cape;Grasslands;;-31.327672;26.306253
40;South Africa;Northern Cape;Grassmoor;;-29.92664;22.191315
41;South Africa;Eastern Cape;Grassridge;;-31.785588;25.452898
42;South Africa;Limpopo;Grassvallei;;-24.679431;29.333148
43;South Africa;Limpopo;Grass Valley;;-24.679431;29.333148
44;South Africa;Free State;Grassville;;-29.155451;26.288537
45;South Africa;Western Cape;Grassy Park;;-34.047195;18.498626
46;South Africa;Limpopo;Gravelotte;;-23.953075;30.618951
47;South Africa;North West;Grayfield;;-26.9;23.616667
48;South Africa;Western Cape;Great Brak River;;-34.043679;22.225741
49;South Africa;Eastern Cape;Greenfields;;-33.033298;27.862158
50;South Africa;Eastern Cape;Greenfontein;;-31.416667;25.9
51;South Africa;Western Cape;Greenhaven;;-34.040869;22.209714
52;South Africa;KwaZulu Natal;Greenhill;;-29.827099;30.306303
53;South Africa;Northern Cape;Green Island;;-28.616667;16.483333
54;South Africa;Eastern Cape;Greenlands;;-33.083333;26.766667
55;South Africa;Western Cape;Green Point;;-33.910012;18.403859
56;South Africa;Mpumalanga;Green Valley;;-24.598522;31.021159
57;South Africa;Gauteng;Greenview;;-25.731389;28.397778
58;South Africa;North West;Greenwich;;-26.170523;23.110501
59;South Africa;KwaZulu Natal;Greenwood Park;4051;-29.783333;31.016667
60;South Africa;Limpopo;Gregory;;-22.644641;28.946264
61;South Africa;Northern Cape;Grey Hill;;-28.133333;23.983333
62;South Africa;Mpumalanga;Greylingstad;;-26.744627;28.744426
63;South Africa;Free State;Greys;;-28.616667;28.816667
64;South Africa;Eastern Cape;Greystone;;-31.899608;26.04517
65;South Africa;KwaZulu Natal;Greystorie;;-29.071943;29.798419
66;South Africa;Western Cape;Greyton;;-34.050482;19.608844
67;South Africa;KwaZulu Natal;Greytown;;-29.064155;30.592786
68;South Africa;KwaZulu Natal;Greyville;;-29.833333;31
69;South Africa;Eastern Cape;Griebdale;;-31.483973;28.608894
70;South Africa;Northern Cape;Griekwastad;;-28.851407;23.252483
71;South Africa;Northern Cape;Griquatown;;-28.851407;23.252483
72;South Africa;Limpopo;Groblerbrug;;-22.999394;27.945833
73;South Africa;Limpopo;Groblersbrug;;-22.999394;27.945833
74;South Africa;Mpumalanga;Groblersdal;;-25.168434;29.394123
75;South Africa;Northern Cape;Groblershoop;;-28.895309;21.983782
76;South Africa;Northern Cape;Groendal;;-29.404751;22.417589
77;South Africa;Western Cape;Groendal;;-33.892644;19.100525
78;South Africa;Free State;Groen Draai;;-28.433253;28.587358
79;South Africa;Eastern Cape;Groenedal;;-31.666667;27.366667
80;South Africa;Free State;Groenfontein;;-30.072403;26.331926
81;South Africa;Eastern Cape;Groenfontein;;-31.639395;26.133002
82;South Africa;Western Cape;Groenfontein;;-33.108493;19.347758
83;South Africa;KwaZulu Natal;Groenkloof;0181;-27.416667;30.283333
84;South Africa;Eastern Cape;Groenkloof;;-31.780887;25.509056
85;South Africa;Free State;Groenpoort;;-30.416233;26.689412
86;South Africa;Gauteng;Groenpunt;;-26.826341;28.038443
87;South Africa;Western Cape;Groenpunt;;-33.910012;18.403859
88;South Africa;Free State;Groenvlakte;;-30.028035;26.109107
89;South Africa;KwaZulu Natal;Groenvlei;;-27.459055;30.23027
90;South Africa;Eastern Cape;Groenvlei;;-31.021026;26.403782
91;South Africa;Limpopo;Groenvlei;;-24.266667;27.483333
92;South Africa;Limpopo;Groesbeek;;-23.866667;28.433333
93;South Africa;Northern Cape;Grootberg;;-30.283333;17.733333
94;South Africa;Western Cape;Groot-Brakrivier;;-34.043679;22.225741
95;South Africa;Free State;Grootdam;;-29.380768;26.920356
96;South Africa;Eastern Cape;Grootdam;;-31.482609;26.20689
97;South Africa;Northern Cape;Grootderm;;-28.528239;16.61608
98;South Africa;Mpumalanga;Groot Drakenstein;;-26.05;29.683333
99;South Africa;Northern Cape;Grootdrink;;-26.494937;22.278767
100;South Africa;Gauteng;Groot-Elandsvlei;;-26.139916;27.6703
101;South Africa;Free State;Grootfontein;;-29.63352;26.296903
102;South Africa;Western Cape;Grootfontein;;-33;18.2
103;South Africa;Free State;Grootgeluk;2952;-29.449312;25.98163
104;South Africa;Mpumalanga;Grootgewaagd;;-26.661048;29.859672
105;South Africa;Free State;Groot Highlands;;-29.85;26.55
106;South Africa;Free State;Groothoek;;-29.283333;26.866667
107;South Africa;Limpopo;Groothoek;;-23.287147;29.317469
108;South Africa;Western Cape;Groot-Jongensfontein;;-34.42562;21.33995
109;South Africa;Western Cape;Grootjongensfonteinstrand;;-34.42562;21.33995
110;South Africa;KwaZulu Natal;Grootkloof;;-27.416667;30.283333
111;South Africa;North West;Groot-Marico;;-25.597005;26.417238
112;South Africa;Western Cape;Groot Matjiesfontein;;-30.516667;18.533333
113;South Africa;Northern Cape;Groot Mier;;-26.74213;20.33376
114;South Africa;Northern Cape;Grootmis;;-29.651125;17.084218
115;South Africa;Northern Cape;Grootmist;;-29.651125;17.084218
116;South Africa;Mpumalanga;Grootpan;;-25.917957;29.928743
117;South Africa;Limpopo;Grootpan;;-22.765199;28.821927
118;South Africa;Eastern Cape;Grootrivierdrif;;-33.416667;24.666667
119;South Africa;Western Cape;Grootrivier;;-33.383333;19.5
120;South Africa;Eastern Cape;Groot-Samenkomst;;-32.181022;25.275928
121;South Africa;Eastern Cape;Grootschuur;;-31.743034;26.395126
122;South Africa;Western Cape;Groot Silwermyn;;-34.109667;18.405329
123;South Africa;Mpumalanga;Grootspruit;;-27.033333;30.433333
124;South Africa;Eastern Cape;Groot Strydpoort;;-31.381062;25.947006
125;South Africa;Free State;Groot-Suurfontein;;-30.337475;25.811647
126;South Africa;Eastern Cape;Groot Umgazi;;-31.614246;29.42367
127;South Africa;Eastern Cape;Groot-Umngazi;;-31.614246;29.42367
128;South Africa;Free State;Grootverlang;;-29.600608;26.340888
129;South Africa;Free State;Grootvlei;;-30.334147;26.707886
130;South Africa;Eastern Cape;Grootvlei;;-31.343612;25.694423
131;South Africa;Mpumalanga;Grootvlei;;-26.762469;28.483823
132;South Africa;Free State;Grootwater;;-29.653773;26.312565
133;South Africa;Northern Cape;Groot Witberg;;-29.185871;22.353116
134;South Africa;Western Cape;Groot Zwaarmoed;;-33.366667;19.483333
135;South Africa;KwaZulu Natal;Grosvenor;;-29.914416;31.008076
136;South Africa;KwaZulu Natal;Groutville;;-29.389426;31.246065
137;South Africa;Eastern Cape;Groxozayo;;-32.566667;28.483333
138;South Africa;Eastern Cape;Gruisklip;;-31.612843;25.771031
139;South Africa;Free State;Gruisplaats;;-27.25;29.166667
140;South Africa;Northern Cape;Grypoort;;-27.848164;23.488585
141;South Africa;Free State;Grysdal;;-30.133894;26.82461
142;South Africa;Eastern Cape;Guba;;-31.562801;27.366575
143;South Africa;Eastern Cape;Gubahoek;;-31.516423;27.306259
144;South Africa;Eastern Cape;Gubeni;;-32.733333;28.083333
145;South Africa;Eastern Cape;Gubenxa;;-31.35446;28.148033
146;South Africa;Eastern Cape;Gubenxa Kroon;;-31.35446;28.148033
147;South Africa;Eastern Cape;Gubhuzi;;-30.631194;28.968407
148;South Africa;Eastern Cape;Gubuzi;;-30.740639;29.145715
149;South Africa;Eastern Cape;Gudeka;;-31.121759;29.332161
150;South Africa;Eastern Cape;Guduse;;-31.900911;28.55746
151;South Africa;Western Cape;Guguletu;;-33.983511;18.570596
152;South Africa;Eastern Cape;Gugwini;;-30.501519;29.940445
153;South Africa;Free State;Guinesses;;-30.189079;26.994412
154;South Africa;Eastern Cape;Gulandoda;;-31.59792;28.035232
155;South Africa;KwaZulu Natal;Guleka;;-30.333102;30.500248
156;South Africa;KwaZulu Natal;Guliga;;-30.333102;30.500248
157;South Africa;Eastern Cape;Gulu;;-33.114725;27.725931
158;South Africa;Eastern Cape;Gumdale;;-31.167539;26.55582
159;South Africa;Eastern Cape;Gume;;-32.333333;28.816667
160;South Africa;Eastern Cape;Gumzana;;-31.025883;29.984492
161;South Africa;Eastern Cape;Gungululu;;-31.429524;28.860576
162;South Africa;KwaZulu Natal;Gunjana;;-28.644495;30.351765
163;South Africa;Eastern Cape;Gura;;-31.028961;28.83599
164;South Africa;Eastern Cape;Guse;;-31.82693;27.465655
165;South Africa;KwaZulu Natal;Gusenzamo;;-28.17504;31.654167
166;South Africa;Mpumalanga;Guthrie;;-25.6;30.933333
167;South Africa;Mpumalanga;Gutshwa;;-25.266667;31.2
168;South Africa;Mpumalanga;Gutshwe;;-25.299952;31.147185
169;South Africa;Eastern Cape;Guwini;;-30.735568;29.436895
170;South Africa;Eastern Cape;Guxuxu;;-32.319148;28.557515
171;South Africa;Eastern Cape;Gwadana;;-32.214563;28.292797
172;South Africa;Eastern Cape;Gwadu;;-32.183333;28.616667
173;South Africa;Limpopo;Gwalali;;-22.4;31.3
174;South Africa;Eastern Cape;Gwalana;;-33.271336;27.112032
175;South Africa;Limpopo;Gwarriehoek;;-24.733333;27.483333
176;South Africa;Free State;Gwentham;;-29.008988;26.214247
177;South Africa;Mpumalanga;Gweta;;-24.909926;31.039323
178;South Africa;Eastern Cape;Gwili Gwili;;-32.680489;27.20232
179;South Africa;Eastern Cape;Gxaha;;-32.599707;28.377149
180;South Africa;Eastern Cape;Gxaku;;-30.683333;28.633333
181;South Africa;Eastern Cape;Gxara;;-31.999355;28.288117
182;South Africa;Eastern Cape;Gxara Trading Station;;-32.599707;28.377149
183;South Africa;Eastern Cape;Gxokoza;;-31.587855;29.268228
184;South Africa;Eastern Cape;Gxulu;;-33.114725;27.725931
185;South Africa;Eastern Cape;Gxwaleni;;-30.738915;29.528272
186;South Africa;Mpumalanga;Haakdoorndraai;;-25.187978;29.565522
187;South Africa;Northern Cape;Haakdoorn;;-28.983333;22.3
188;South Africa;Mpumalanga;Haakdoringdraai;;-25.187978;29.565522
189;South Africa;Eastern Cape;Haarlem;;-31.044591;26.569909
190;South Africa;Western Cape;Haarlem;;-33.73302;23.342632
191;South Africa;Eastern Cape;Haasfonteindorings;;-31.956656;26.353478
192;South Africa;North West;Haaskraal;;-26.768035;27.034809
193;South Africa;Eastern Cape;Haaspoort;;-31.157645;26.112934
194;South Africa;Eastern Cape;Hackney and Cibini;;-32.333333;26.65
195;South Africa;Eastern Cape;Hackney;;-32.317199;26.645061
196;South Africa;Eastern Cape;Hadiaho;;-30.266667;28.583333
197;South Africa;Eastern Cape;Hadi;;-31.5503;28.8258
198;South Africa;Limpopo;Haenerstburg;;-23.944368;29.944866
199;South Africa;Limpopo;Haenertsburg;;-23.944368;29.944866
200;South Africa;Limpopo;Ha-Folovhodwe;;-22.589149;30.425048
201;South Africa;Eastern Cape;Haga-Haga Bay;;-32.763495;28.246455
202;South Africa;Eastern Cape;Haga-Haga;;-32.763495;28.246455
203;South Africa;Free State;Hagesdam;;-29.358063;25.783446
204;South Africa;Eastern Cape;Haisaka;;-30.25;28.583333
205;South Africa;North West;Hakboslaagte;;-26.327113;26.152982
206;South Africa;Limpopo;Ha-Lambani;;-22.720273;30.831499
207;South Africa;Northern Cape;Halfpadrivier;;-30.516667;20.016667
208;South Africa;Gauteng;Halfway House;;-25.997137;28.129919
209;South Africa;North West;Halifax;;-26.208188;23.226071
210;South Africa;Eastern Cape;Hallack Rock;;-33.966667;25.6
211;South Africa;Eastern Cape;Halseton;;-31.533333;26.816667
212;South Africa;Limpopo;Ha-Madala;;-22.850193;30.281792
213;South Africa;Limpopo;Ha-Madodonga;;-23.091312;29.6793
214;South Africa;Limpopo;Ha-Magau;;-23.132706;29.848093
215;South Africa;Limpopo;Ha-Magoro;;-23.300082;30.315696
216;South Africa;Eastern Cape;Ha-Majoro;;-30.348432;28.456346
217;South Africa;Limpopo;Hamakuya;;-22.636789;30.837469
218;South Africa;Limpopo;Ha-Mamuhoyi;;-22.870657;30.121835
219;South Africa;Limpopo;Ha-Manavhela;;-23.066667;29.616667
220;South Africa;Limpopo;Ha-Mantsha;;-23.07904;29.774448
221;South Africa;Limpopo;Ha-Matsheketsheke;;-22.73424;30.408524
222;South Africa;Limpopo;Ha-Matsika;;-22.858894;30.693608
223;South Africa;Limpopo;Ha-Mavhunga;;-22.924925;30.116817
224;South Africa;Eastern Cape;Hamburg;5641;-33.284099;27.452699
225;South Africa;KwaZulu Natal;Hamewith;;-28.943796;31.719079
226;South Africa;Free State;Hamilton;9301;-30.366147;26.64944
227;South Africa;North West;Hammanskraal;;-25.40892;28.286996
228;South Africa;KwaZulu Natal;Hammarsdale;;-29.800827;30.651961
229;South Africa;KwaZulu Natal;Hammersdale;;-29.800827;30.651961
230;South Africa;Eastern Cape;Ha-Mothibisi;;-30.36058;28.35087
231;South Africa;Eastern Cape;Hamsini;;-31.794713;29.084882
232;South Africa;Limpopo;Ha-Mubua;;-23.1;29.733333
233;South Africa;Free State;Hanakoe;;-29.45707;26.986696
234;South Africa;Limpopo;Hananwa;;-23.083333;28.95
235;South Africa;Limpopo;Hanglip;;-24.216667;28.766667
236;South Africa;Limpopo;Haningfontein;;-24.45;28.266667
237;South Africa;Eastern Cape;Hankey;;-33.833079;24.883586
238;South Africa;Western Cape;Hannskop;;-33.45;23.216667
239;South Africa;Eastern Cape;Ha-Nokholoko;;-30.616638;28.228445
240;South Africa;Eastern Cape;Hanover;7005;-32.818993;27.480597
241;South Africa;Mpumalanga;Hanover;;-26.797338;29.777589
242;South Africa;Northern Cape;Hanover;;-31.06856;24.442516
243;South Africa;Western Cape;Hanover Park;;-33.994609;18.529775
244;South Africa;Northern Cape;Hanover Road;;-30.952372;24.53683
245;South Africa;Northern Cape;Hanoverweg;;-30.952372;24.53683
246;South Africa;Mpumalanga;Hanslaagte;;-24.933333;30.2
247;South Africa;Limpopo;Hans Masibislokasie;;-23.983333;28.833333
248;South Africa;KwaZulu Natal;Hansonia;;-29.7;29.716667
249;South Africa;Limpopo;Hans se Kaalte;;-24.45;28.35
250;South Africa;Eastern Cape;Happy Home;;-32.854591;28.07809
251;South Africa;Limpopo;Happy Rest;;-23.033333;29.733333
252;South Africa;Eastern Cape;Happy Valley;7580;-32.477756;27.074449
253;South Africa;Northern Cape;Happy Valley;;-29.573955;22.178562
254;South Africa;Western Cape;Happy Valley;;-33.933406;20.074828
255;South Africa;Eastern Cape;Ha-Qhadi;;-30.613586;28.468414
256;South Africa;Limpopo;Ha-Rabali;;-22.878584;30.093927
257;South Africa;Limpopo;Ha-Radali;;-22.908299;30.437232
258;South Africa;Limpopo;Ha-Ramahantsha;;-23.106352;29.763354
259;South Africa;Eastern Cape;Ha-Ramarolong;;-30.238564;28.413374
260;South Africa;Free State;Ha-Rankopane;;-28.557022;28.83464
261;South Africa;Free State;Harantsatsa;;-29.150096;26.922
262;South Africa;KwaZulu Natal;Harburg;;-29.410314;30.736979
263;South Africa;Eastern Cape;Hardale;;-31.166216;28.476003
264;South Africa;Limpopo;Hardekraaltjie;;-23.524965;27.215756
265;South Africa;KwaZulu Natal;Harden Heights;;-29.265009;30.620493
266;South Africa;Eastern Cape;Hardeveld;;-31.683333;27.35
267;South Africa;KwaZulu Natal;Harding;;-30.576429;29.884006
268;South Africa;Eastern Cape;Hardop;;-31.733333;25.933333
269;South Africa;Eastern Cape;Harefield;;-32.678884;28.005673
270;South Africa;Western Cape;Harkerville;;-34.037076;23.237533
271;South Africa;Free State;Harmonie;;-27.555036;27.643915
272;South Africa;Eastern Cape;Harmonie;;-31.202501;25.782556
273;South Africa;Limpopo;Harmonie;;-23.803647;28.894199
274;South Africa;Limpopo;Harmony;;-23.090435;29.848545
275;South Africa;Western Cape;Harmony;;-34.116667;18.383333
276;South Africa;North West;Harpington;;-26.78636;27.065584
277;South Africa;Free State;Harrismith;;-28.272758;29.129462
278;South Africa;KwaZulu Natal;Harrison;;-29.733333;30.633333
279;South Africa;North West;Harrow;;-26.312629;23.234459
280;South Africa;Limpopo;Hartbeesbult;;-24.49282;27.418885
281;South Africa;Free State;Hartbeesfontein;;-30.14707;26.14397
282;South Africa;Mpumalanga;Hartbeesfontein;;-26.918545;29.676599
283;South Africa;North West;Hartbeesfontein;;-26.765659;26.420241
284;South Africa;Eastern Cape;Hartbeesnek;;-31.3;26.15
285;South Africa;North West;Hartbeespoort;;-25.733333;27.85
286;South Africa;Limpopo;Hartbeestfontein;;-24.484091;27.736911
287;South Africa;Eastern Cape;Hart Dale;;-31.379367;28.269888
288;South Africa;Free State;Hartebeesfontein;;-30.19654;26.41281
289;South Africa;Eastern Cape;Hartebeesfontein;;-31.633333;26.166667
290;South Africa;Limpopo;Hartebeesfontein;;-24.561515;28.076197
291;South Africa;North West;Hartebeesfontein;;-26.889675;26.806962
292;South Africa;Mpumalanga;Hartebeeskop;;-26.183333;30.933333
293;South Africa;Western Cape;Hartebeeskraal;;-33.767299;19.003749
294;South Africa;Eastern Cape;Hartebeesnek;;-31.966667;26.7
295;South Africa;Limpopo;Hartebeespoort;;-24.514489;28.084703
296;South Africa;Western Cape;Hartebeesrivier;;-34.366667;19.516667
297;South Africa;North West;Hartebeestfontein;;-26.765659;26.420241
298;South Africa;Mpumalanga;Hartebeestkop;;-26.183333;30.933333
299;South Africa;Western Cape;Hartebeestkraal;;-33.767299;19.003749
300;South Africa;North West;Hartebeestpoort;;-25.733333;27.85
301;South Africa;Western Cape;Hartebeest Rivier;;-34.366667;19.516667
302;South Africa;Mpumalanga;Hartebeestspruit;;-26.7;30.15
303;South Africa;Northern Cape;Hartebeest Vlakte;;-28.75;21.566667
304;South Africa;Mpumalanga;Hartelus;;-25.266667;29.833333
305;South Africa;Western Cape;Hartenbos;6520;-34.130523;22.112901
306;South Africa;KwaZulu Natal;Hartlea;;-29.9;29.383333
307;South Africa;Eastern Cape;Hartsdale;;-31.379367;28.269888
308;South Africa;Gauteng;Hartsenbergfontein;;-26.397421;27.956029
309;South Africa;North West;Harts River;;-26.8;25.55
310;South Africa;North West;Hartsrivier;;-26.8;25.55
311;South Africa;Northern Cape;Hartswater;;-27.749639;24.797115
312;South Africa;Gauteng;Hartzenbergfontein;;-26.397421;27.956029
313;South Africa;Limpopo;Hasana;;-23.090954;30.477819
314;South Africa;Eastern Cape;Ha-Sefoko;;-30.404078;28.360523
315;South Africa;Eastern Cape;Hasetati;;-30.454433;28.516239
316;South Africa;Eastern Cape;Hatchleydene;;-32.643075;28.166121
317;South Africa;Eastern Cape;Hatchley;;-32.643075;28.166121
318;South Africa;Gauteng;Hatfield;0083;-25.749728;28.243141
319;South Africa;Gauteng;Hatherley;;-25.733333;28.366667
320;South Africa;Gauteng;Hatherly;;-25.733333;28.366667
321;South Africa;Eastern Cape;Ha-Tlhakanelo;;-30.240377;28.435974
322;South Africa;KwaZulu Natal;Hattingspruit;;-28.079052;30.125204
323;South Africa;North West;Hauptsrus;;-26.55;26.283333
324;South Africa;North West;Hauptsrust;;-26.55;26.283333
325;South Africa;Western Cape;Hawston;;-34.386345;19.130989
326;South Africa;Free State;Hayfield;;-29.098734;26.942266
327;South Africa;KwaZulu Natal;Hay Paddock;;-29.616667;30.416667
328;South Africa;KwaZulu Natal;Hazeldene;;-30.508197;30.529343
329;South Africa;Eastern Cape;Hazeldene;;-31.963123;25.690542
330;South Africa;Western Cape;Hazenjacht;;-33.550528;22.415381
331;South Africa;Mpumalanga;Hazyview;;-25.043983;31.12767
332;South Africa;Eastern Cape;Healdton Fingo;;-32.733333;26.666667
333;South Africa;Eastern Cape;Healdtown;;-32.716667;26.716667
334;South Africa;Gauteng;Heather Bell;;-26.083333;28.333333
335;South Africa;Western Cape;Heatherlands;;-33.949486;22.442853
336;South Africa;Eastern Cape;Heathfield;;-31.846545;26.003817
337;South Africa;Western Cape;Heathfield;;-34.047645;18.46808
338;South Africa;North West;Heathview;;-25.944668;25.39108
339;South Africa;KwaZulu Natal;Heatonville;;-28.661941;31.785615
340;South Africa;North West;Heavyrest Mission;;-27.456445;24.737857
341;South Africa;Eastern Cape;Hebehebe;;-32.236075;27.830299
342;South Africa;Free State;Hebron;;-29.001927;25.962277
343;South Africa;Eastern Cape;Hebron;;-30.675327;26.436019
344;South Africa;North West;Hebron;;-25.550242;28.022796
345;South Africa;Eastern Cape;Heckel;;-32.450664;27.538772
346;South Africa;Mpumalanga;Hectorspruit;;-25.441146;31.68382
347;South Africa;Northern Cape;Hedley Plains;;-29.680453;21.550517
348;South Africa;Free State;Heelfontein;;-29.555184;26.551272
349;South Africa;Free State;Heelgoed;;-30.1;27.3
350;South Africa;Free State;Heeltevrede;;-29.017867;26.182685
351;South Africa;Gauteng;Heidelberg;;-26.504759;28.359214
352;South Africa;Western Cape;Heidelberg;;-34.091267;20.956611
353;South Africa;Gauteng;Heidelburg;;-26.504759;28.359214
354;South Africa;Western Cape;Heideveld;7764;-33.964769;18.548435
355;South Africa;Eastern Cape;Heights;;-33.854513;23.976492
356;South Africa;Free State;Heilbron;;-27.281154;27.970901
357;South Africa;Eastern Cape;Heilbron;;-31.695219;26.06337
358;South Africa;North West;Heiso;;-27.296651;23.828334
359;South Africa;Gauteng;Hekpoort;;-25.882235;27.61654
360;South Africa;Limpopo;Hekpoort;;-23.778107;29.974441
361;South Africa;KwaZulu Natal;Hela Hela;;-29.908307;30.097036
362;South Africa;Free State;Zamdela;1949;-26.837306;27.843526
363;South Africa;Mpumalanga;Zamenkomst;;-24.983333;29.033333
364;South Africa;KwaZulu Natal;Zamokwake;;-27.994763;31.986663
365;South Africa;Eastern Cape;Zanci;;-31.834049;28.858755
366;South Africa;Northern Cape;Zandbergshoop;;-29.616564;21.104566
367;South Africa;Limpopo;Zandbult;;-23.683333;27.25
368;South Africa;Free State;Zanddraai;;-27.841501;28.788046
369;South Africa;Eastern Cape;Zandfontein;;-31.374506;26.202694
370;South Africa;Limpopo;Zandfontein;;-23.728268;29.121947
371;South Africa;Eastern Cape;Zandkraalpoort;;-33.266667;24.016667
372;South Africa;Eastern Cape;Zandkraalspoort;;-33.266667;24.016667
373;South Africa;Western Cape;Zand Rivier;;-33.151437;20.023664
374;South Africa;Eastern Cape;Zandukwane;;-31.380062;28.838693
375;South Africa;Eastern Cape;Zandvlakte;;-33.581871;24.16594
376;South Africa;Northern Cape;Zandvlei;;-30.63181;21.981082
377;South Africa;Eastern Cape;Zangontshi;;-31.144793;29.933558
378;South Africa;Eastern Cape;Zangotsho;;-31.144793;29.933558
379;South Africa;Eastern Cape;Zangqokwe;;-32.075324;26.574481
380;South Africa;Eastern Cape;Zangwa;;-32.427574;28.035784
381;South Africa;Eastern Cape;Zanyokwe;;-32.766667;27.1
382;South Africa;North West;Zaphiri;;-27.15;23.4
383;South Africa;Free State;Zastron;9950;-30.302249;27.083951
384;South Africa;Eastern Cape;Zazulwana Skool;;-32.283333;28.15
385;South Africa;Eastern Cape;Zazulwana;;-32.283333;28.15
386;South Africa;Limpopo;Zebediela Estates;;-24.3;29.25
387;South Africa;Limpopo;Zebedielas Location;;-24.416667;29.383333
388;South Africa;Limpopo;Zebediela;;-24.298378;29.25147
389;South Africa;Western Cape;Zebra;;-33.763701;22.315524
390;South Africa;Free State;Zeekoegat;;-30.367163;26.884615
391;South Africa;KwaZulu Natal;Zeekogat;;-29.45;30.45
392;South Africa;North West;Zeerust;2865;-25.536951;26.075117
393;South Africa;Limpopo;Zending;;-23.1;29.45
394;South Africa;Gauteng;Zesfontein;;-26.082507;28.367682
395;South Africa;Free State;Zevenjaarsfontein;;-30.516667;26.833333
396;South Africa;Eastern Cape;Zhikova;;-33.231547;27.476486
397;South Africa;Eastern Cape;Zibi's;;-32.733333;26.983333
398;South Africa;Eastern Cape;Zibukweni;;-30.99452;29.707741
399;South Africa;Eastern Cape;Zibungu;;-31.471575;29.214067
400;South Africa;Eastern Cape;Zidindi;;-31.990847;29.03103
401;South Africa;Eastern Cape;Zidulini;;-30.914011;28.909367
402;South Africa;Mpumalanga;Ziest;;-25.781768;31.205469
403;South Africa;Eastern Cape;Zigadini;;-32.240151;28.053603
404;South Africa;Eastern Cape;Zigodlo;;-32.981713;27.069835
405;South Africa;Eastern Cape;Zigudu;;-32.166667;27.483333
406;South Africa;Eastern Cape;Zihlahleni;;-32.852254;27.16546
407;South Africa;KwaZulu Natal;Zihlakenpele;;-27.84119;31.835434
408;South Africa;Eastern Cape;Zilandana;;-31.104159;28.83284
409;South Africa;Eastern Cape;Zilangwe;;-30.736268;29.704235
410;South Africa;Eastern Cape;Zimbane;;-30.744858;28.556132
411;South Africa;Eastern Cape;Zimbileni;;-30.970954;28.521865
412;South Africa;Eastern Cape;Zimbungu;;-31.471575;29.214067
413;South Africa;Eastern Cape;Zimpawaneni;;-30.669662;29.118314
414;South Africa;Eastern Cape;Zimpofu;;-30.610295;28.670176
415;South Africa;Eastern Cape;Zincuka;;-30.60944;28.582391
416;South Africa;Eastern Cape;Zincukutwini;;-31.858885;29.116879
417;South Africa;Eastern Cape;Zinduneni;;-31.683333;29.2
418;South Africa;Eastern Cape;Zingadini;;-31.817889;27.663991
419;South Africa;Eastern Cape;Zingcuka;;-30.983749;28.934455
420;South Africa;KwaZulu Natal;Zingolweni;;-30.784086;30.122944
421;South Africa;Eastern Cape;Zingonyameni;;-30.608185;28.535301
422;South Africa;Eastern Cape;Zingqutu;;-31.737194;27.517652
